price,longCountPercent,shortCountPercent
0.000,0.0436,0.0109
0.050,0.0000,0.0218
0.100,0.0109,0.0000
0.150,0.0000,0.0109
0.200,0.0327,0.0000
0.250,0.0000,0.0218
0.500,0.0109,0.0327
0.650,0.0000,0.0109
0.850,0.0000,0.0218
0.950,0.0109,0.0109
1.000,0.1091,0.1200
1.100,0.0218,0.0000
1.150,0.0218,0.0000
1.200,0.0109,0.0545
1.250,0.0218,0.0109
1.500,0.0000,0.0218
1.700,0.0109,0.0000
1.950,0.0109,0.0109
2.000,0.0218,0.0654
2.350,0.0000,0.0109
2.500,0.0000,0.0327
2.800,0.0109,0.0000
2.950,0.0109,0.0000
3.000,0.0000,0.0654
4.000,0.0109,0.0327
4.950,0.0109,0.0000
5.000,0.0545,0.0327
5.200,0.0000,0.0109
6.000,0.0218,0.0000
8.000,0.0327,0.0000
9.000,0.0109,0.0218
10.000,0.0981,0.1091
10.050,0.0000,0.0109
12.000,0.0109,0.0218
13.950,0.0109,0.0000
14.000,0.0109,0.0218
14.250,0.0000,0.0109
15.000,0.0327,0.0109
16.000,0.0000,0.0109
19.900,0.0000,0.0109
19.950,0.0000,0.0109
20.000,0.0763,0.0654
21.000,0.0000,0.0109
22.000,0.0000,0.0109
25.000,0.0218,0.0218
28.000,0.0109,0.0000
29.000,0.0000,0.0109
29.950,0.0000,0.0109
30.000,0.0218,0.0218
32.000,0.0109,0.0000
37.850,0.0109,0.0000
38.650,0.0109,0.0000
39.300,0.0000,0.0109
39.700,0.0109,0.0000
40.000,0.0327,0.0109
44.000,0.0000,0.0109
45.000,0.0000,0.0109
47.800,0.0000,0.0109
48.950,0.0109,0.0000
49.950,0.0109,0.0000
50.000,0.0763,0.1309
52.000,0.0109,0.0109
54.050,0.0109,0.0000
55.000,0.0109,0.0000
56.000,0.0000,0.0109
58.000,0.0109,0.0000
60.000,0.0109,0.0109
62.000,0.0109,0.0000
65.000,0.0000,0.0109
67.800,0.0000,0.0109
68.150,0.0000,0.0109
68.900,0.0109,0.0000
70.000,0.0218,0.0000
71.000,0.0109,0.0000
72.050,0.0109,0.0109
75.000,0.0109,0.0327
75.650,0.0000,0.0109
75.950,0.0000,0.0109
76.700,0.0000,0.0109
78.000,0.0109,0.0109
79.250,0.0109,0.0000
79.300,0.0109,0.0000
79.400,0.0109,0.0000
79.450,0.0109,0.0000
79.500,0.0109,0.0000
79.550,0.0109,0.0000
